URL,Status,Response Code,Protocol,Method,Content-Type,Client Address,Client Port,Remote Address,Remote Port,Exception,Request Start Time,Request End Time,Response Start Time,Response End Time,Duration (ms),DNS Duration (ms),Connect Duration (ms),SSL Duration (ms),Request Duration (ms),Response Duration (ms),Latency (ms),Speed (KB/s),Request Speed (KB/s),Response Speed (KB/s),Request Handshake Size (bytes),Request Header Size (bytes),Request Body Size (bytes),Response Handshake Size (bytes),Response Header Size (bytes),Response Body Size (bytes),Request Compression,Response Compression
https://www.google-analytics.com/g/collect?v=2&tid=G-XYNP0YV2LH&gtm=45je57n0v9223891585z89224557134za200zb9225661753zd9225661753&_p=1753706418744&gcd=13l3l3l3l1l1&npa=0&dma=0&tag_exp=101509157~103116026~103200004~103233427~104684208~104684211~104948813~105134979~105134981&cid=1508104661.1753696693&ul=en-us&sr=2144x1340&frm=0&pscdl=noapi&_eu=AAAAAAQ&sid=1753696695&sct=1&seg=1&dl=https%3A%2F%2Funified-uat.digit.org%2Fworkbench-ui%2Femployee%2Fcampaign%2Fsetup-campaign%3Fkey%3D7%26summary%3Dfalse%26submit%3Dtrue%26campaignNumber%3DCMP-2025-07-28-004647%26id%3Dc8df96a2-24a8-451d-8db2-ad77153bb6e2%26draft%3Dnull%26isDraft%3Dtrue%26projectType%3DBednet&dr=https%3A%2F%2Funified-uat.digit.org%2Fworkbench-ui%2Femployee%2Fcampaign%2Fview-details%3FcampaignNumber%3DCMP-2025-07-28-004647%26tenantId%3Dmz&dt=DIGIT%20HCM&_s=76&tfd=1506798,COMPLETE,204,https,POST,text/plain,/127.0.0.1,33050,www.google-analytics.com/142.251.223.14,443,,28 Jul 2025 18:35:10,28 Jul 2025 18:35:10,28 Jul 2025 18:35:13,28 Jul 2025 18:35:13,3465,,,,191,13,3261,1.717,31.151,0.0,,1333,4617,,0,,,
https://us.i.posthog.com/e/?ip=0&_=1753707907523&ver=1.258.2,COMPLETE,200,https,POST,application/json,/127.0.0.1,33058,us.i.posthog.com/54.196.64.149,443,,28 Jul 2025 18:35:10,28 Jul 2025 18:35:11,28 Jul 2025 18:35:15,28 Jul 2025 18:35:15,4436,,,,1200,9,3227,8.312,30.505,29.666,,22,36585,,252,15,,
https://us.i.posthog.com/e/?ip=0&_=1753707911300&ver=1.258.2,COMPLETE,200,https,OPTIONS,,/127.0.0.1,33058,us.i.posthog.com/54.196.64.149,443,,28 Jul 2025 18:35:11,28 Jul 2025 18:35:11,28 Jul 2025 18:35:15,28 Jul 2025 18:35:15,3908,,,,682,7,3219,0.09,0.065,43.857,,45,,,307,0,,
https://unified-uat.digit.org/egov-mdms-service/v1/_search,COMPLETE,200,https,POST,application/json,/127.0.0.1,33000,unified-uat.digit.org/35.154.67.28,443,,28 Jul 2025 18:35:12,28 Jul 2025 18:35:12,28 Jul 2025 18:35:15,28 Jul 2025 18:35:15,3181,,,,83,26,3072,1.139,30.795,41.153,,1887,669,,0,1070,,
https://unified-uat.digit.org/egov-mdms-service/v1/_search,COMPLETE,200,https,POST,application/json,/127.0.0.1,33010,unified-uat.digit.org/35.154.67.28,443,,28 Jul 2025 18:35:12,28 Jul 2025 18:35:12,28 Jul 2025 18:35:15,28 Jul 2025 18:35:15,3163,,,,82,14,3067,0.897,31.182,20.142,,1887,670,,0,282,,
https://unified-uat.digit.org/project-factory/v1/project-type/search,COMPLETE,200,https,POST,application/json; charset=utf-8,/127.0.0.1,32986,unified-uat.digit.org/35.154.67.28,443,,28 Jul 2025 18:35:14,28 Jul 2025 18:35:14,28 Jul 2025 18:35:17,28 Jul 2025 18:35:17,3333,,,,82,97,3154,3.016,30.926,77.494,,1897,639,,0,7517,,
https://us.i.posthog.com/e/?ip=0&_=1753707911300&ver=1.258.2,COMPLETE,200,https,POST,application/json,/127.0.0.1,33058,us.i.posthog.com/54.196.64.149,443,,28 Jul 2025 18:35:15,28 Jul 2025 18:35:15,28 Jul 2025 18:35:19,28 Jul 2025 18:35:19,3984,,,,668,8,3308,5.296,31.187,33.375,,22,20811,,252,15,,
https://fonts.gstatic.com/s/roboto/v48/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3yUBA.woff2,COMPLETE,200,https,GET,font/woff2,/127.0.0.1,59962,fonts.gstatic.com/142.251.43.227,443,,28 Jul 2025 18:35:16,28 Jul 2025 18:35:16,28 Jul 2025 18:35:19,28 Jul 2025 18:35:19,6892,169,34,3137,13,530,3009,6.114,95.153,77.177,904,333,,260,516,40128,,
https://www.google-analytics.com/g/collect?v=2&tid=G-FS7DJ7SGKL&gtm=45je57o0h2v9195976050za200zd9195976050&_p=1753706418744&gcd=13l3l3l3l1l1&npa=0&dma=0&tag_exp=101509157~103116026~103200004~103233427~104684208~104684211~104948813~105134979~105134981&cid=1508104661.1753696693&ul=en-us&sr=2144x1340&frm=0&pscdl=noapi&_eu=AEAAAAQ&_s=25&dl=https%3A%2F%2Funified-uat.digit.org%2Fworkbench-ui%2Femployee%2Fcampaign%2Fsetup-campaign%3Fkey%3D8%26summary%3Dfalse%26submit%3Dtrue%26campaignNumber%3DCMP-2025-07-28-004647%26id%3Dc8df96a2-24a8-451d-8db2-ad77153bb6e2%26draft%3Dnull%26isDraft%3Dtrue%26projectType%3DBednet&dr=https%3A%2F%2Funified-uat.digit.org%2Fworkbench-ui%2Femployee%2Fcampaign%2Fsetup-campaign%3Fkey%3D7%26summary%3Dfalse%26submit%3Dtrue%26campaignNumber%3DCMP-2025-07-28-004647%26id%3Dc8df96a2-24a8-451d-8db2-ad77153bb6e2%26draft%3Dnull%26isDraft%3Dtrue%26projectType%3DBednet&sid=1753696692&sct=1&seg=1&dt=DIGIT%20HCM&en=page_view&_et=14479&tfd=1512781,COMPLETE,204,https,POST,text/plain,/127.0.0.1,33094,www.google-analytics.com/142.251.223.14,443,,28 Jul 2025 18:35:16,28 Jul 2025 18:35:16,28 Jul 2025 18:35:19,28 Jul 2025 18:35:19,3104,,,,48,12,3044,0.457,29.583,0.0,,1420,0,,0,,,
https://www.google-analytics.com/g/collect?v=2&tid=G-4FTREDCS0G&gtm=45je57o0h2v9195976050za200zd9195976050&_p=1753706418744&gcd=13l3l3l3l1l1&npa=0&dma=0&tag_exp=101509157~103116026~103200004~103233427~104684208~104684211~104948813~105134979~105134981&cid=1508104661.1753696693&ul=en-us&sr=2144x1340&frm=0&pscdl=noapi&_eu=AEAAAAQ&_s=26&dl=https%3A%2F%2Funified-uat.digit.org%2Fworkbench-ui%2Femployee%2Fcampaign%2Fsetup-campaign%3Fkey%3D8%26summary%3Dfalse%26submit%3Dtrue%26campaignNumber%3DCMP-2025-07-28-004647%26id%3Dc8df96a2-24a8-451d-8db2-ad77153bb6e2%26draft%3Dnull%26isDraft%3Dtrue%26projectType%3DBednet&dr=https%3A%2F%2Funified-uat.digit.org%2Fworkbench-ui%2Femployee%2Fcampaign%2Fsetup-campaign%3Fkey%3D7%26summary%3Dfalse%26submit%3Dtrue%26campaignNumber%3DCMP-2025-07-28-004647%26id%3Dc8df96a2-24a8-451d-8db2-ad77153bb6e2%26draft%3Dnull%26isDraft%3Dtrue%26projectType%3DBednet&sid=1753696692&sct=1&seg=1&dt=DIGIT%20HCM&en=page_view&_et=14479&tfd=1512774,COMPLETE,204,https,POST,text/plain,/127.0.0.1,33074,www.google-analytics.com/142.251.223.14,443,,28 Jul 2025 18:35:16,28 Jul 2025 18:35:16,28 Jul 2025 18:35:19,28 Jul 2025 18:35:19,3104,,,,48,12,3044,0.457,29.583,0.0,,1420,0,,0,,,
https://analytics.google.com/g/collect?v=2&tid=G-3LN58ZJ5KN&gtm=45je57o0h2v9195976050za200zd9195976050&_p=1753706418744&gcd=13l3l3l3l1l1&npa=0&dma=0&tag_exp=101509157~103116026~103200004~103233427~104684208~104684211~104948813~105134979~105134981&cid=1508104661.1753696693&ul=en-us&sr=2144x1340&frm=0&pscdl=noapi&_eu=AEAAAAQ&_s=28&dl=https%3A%2F%2Funified-uat.digit.org%2Fworkbench-ui%2Femployee%2Fcampaign%2Fsetup-campaign%3Fkey%3D8%26summary%3Dfalse%26submit%3Dtrue%26campaignNumber%3DCMP-2025-07-28-004647%26id%3Dc8df96a2-24a8-451d-8db2-ad77153bb6e2%26draft%3Dnull%26isDraft%3Dtrue%26projectType%3DBednet&dr=https%3A%2F%2Funified-uat.digit.org%2Fworkbench-ui%2Femployee%2Fcampaign%2Fsetup-campaign%3Fkey%3D7%26summary%3Dfalse%26submit%3Dtrue%26campaignNumber%3DCMP-2025-07-28-004647%26id%3Dc8df96a2-24a8-451d-8db2-ad77153bb6e2%26draft%3Dnull%26isDraft%3Dtrue%26projectType%3DBednet&sid=1753696692&sct=1&seg=1&dt=DIGIT%20HCM&en=page_view&_et=14484&tfd=1512762,COMPLETE,204,https,POST,text/plain,/127.0.0.1,33040,analytics.google.com/216.239.32.181,443,,28 Jul 2025 18:35:16,28 Jul 2025 18:35:16,28 Jul 2025 18:35:19,28 Jul 2025 18:35:19,3104,,,,48,12,3044,0.456,29.5,0.0,,1416,0,,0,,,
https://www.google-analytics.com/g/collect?v=2&tid=G-EHCDQF6VQ5&gtm=45je57o0h2v9195976050za200zd9195976050&_p=1753706418744&gcd=13l3l3l3l1l1&npa=0&dma=0&tag_exp=101509157~103116026~103200004~103233427~104684208~104684211~104948813~105134979~105134981&cid=1508104661.1753696693&ul=en-us&sr=2144x1340&frm=0&pscdl=noapi&_eu=AEAAAAQ&_s=25&dl=https%3A%2F%2Funified-uat.digit.org%2Fworkbench-ui%2Femployee%2Fcampaign%2Fsetup-campaign%3Fkey%3D8%26summary%3Dfalse%26submit%3Dtrue%26campaignNumber%3DCMP-2025-07-28-004647%26id%3Dc8df96a2-24a8-451d-8db2-ad77153bb6e2%26draft%3Dnull%26isDraft%3Dtrue%26projectType%3DBednet&dr=https%3A%2F%2Funified-uat.digit.org%2Fworkbench-ui%2Femployee%2Fcampaign%2Fsetup-campaign%3Fkey%3D7%26summary%3Dfalse%26submit%3Dtrue%26campaignNumber%3DCMP-2025-07-28-004647%26id%3Dc8df96a2-24a8-451d-8db2-ad77153bb6e2%26draft%3Dnull%26isDraft%3Dtrue%26projectType%3DBednet&sid=1753696692&sct=1&seg=1&dt=DIGIT%20HCM&en=page_view&_et=14480&tfd=1512791,COMPLETE,204,https,POST,text/plain,/127.0.0.1,33082,www.google-analytics.com/142.251.223.14,443,,28 Jul 2025 18:35:16,28 Jul 2025 18:35:16,28 Jul 2025 18:35:19,28 Jul 2025 18:35:19,3198,,,,47,12,3139,0.444,30.212,0.0,,1420,0,,0,,,
https://www.google-analytics.com/g/collect?v=2&tid=G-XYNP0YV2LH&gtm=45je57n0v9223891585za200zb9225661753zd9225661753&_p=1753706418744&gcd=13l3l3l3l1l1&npa=0&dma=0&tag_exp=101509157~103116026~103200004~103233427~104684208~104684211~104948813~105134979~105134981&cid=1508104661.1753696693&ul=en-us&sr=2144x1340&frm=0&pscdl=noapi&_eu=AEAAAAQ&_s=77&dl=https%3A%2F%2Funified-uat.digit.org%2Fworkbench-ui%2Femployee%2Fcampaign%2Fsetup-campaign%3Fkey%3D8%26summary%3Dfalse%26submit%3Dtrue%26campaignNumber%3DCMP-2025-07-28-004647%26id%3Dc8df96a2-24a8-451d-8db2-ad77153bb6e2%26draft%3Dnull%26isDraft%3Dtrue%26projectType%3DBednet&dr=https%3A%2F%2Funified-uat.digit.org%2Fworkbench-ui%2Femployee%2Fcampaign%2Fsetup-campaign%3Fkey%3D7%26summary%3Dfalse%26submit%3Dtrue%26campaignNumber%3DCMP-2025-07-28-004647%26id%3Dc8df96a2-24a8-451d-8db2-ad77153bb6e2%26draft%3Dnull%26isDraft%3Dtrue%26projectType%3DBednet&sid=1753696695&sct=1&seg=1&dt=DIGIT%20HCM&en=page_view&_et=1111&tfd=1512803,COMPLETE,204,https,POST,text/plain,/127.0.0.1,33064,www.google-analytics.com/142.251.223.14,443,,28 Jul 2025 18:35:16,28 Jul 2025 18:35:16,28 Jul 2025 18:35:19,28 Jul 2025 18:35:19,3199,,,,138,12,3049,0.446,10.355,0.0,,1429,0,,0,,,
https://unified-uat.digit.org/project-factory/v1/project-type/search,COMPLETE,200,https,POST,application/json; charset=utf-8,/127.0.0.1,32986,unified-uat.digit.org/35.154.67.28,443,,28 Jul 2025 18:35:21,28 Jul 2025 18:35:21,28 Jul 2025 18:35:25,28 Jul 2025 18:35:25,3421,,,,83,98,3240,2.942,30.734,76.704,,1912,639,,0,7517,,
https://unified-uat.digit.org/project-factory/v1/project-type/update,COMPLETE,200,https,POST,application/json; charset=utf-8,/127.0.0.1,33016,unified-uat.digit.org/35.154.67.28,443,,28 Jul 2025 18:35:21,28 Jul 2025 18:35:22,28 Jul 2025 18:35:25,28 Jul 2025 18:35:25,3860,,,,447,100,3313,4.623,22.668,77.15,,1913,8220,,0,7715,,
https://unified-uat.digit.org/project-factory/v1/project-type/update,COMPLETE,200,https,POST,application/json; charset=utf-8,/127.0.0.1,33026,unified-uat.digit.org/35.154.67.28,443,,28 Jul 2025 18:35:21,28 Jul 2025 18:35:22,28 Jul 2025 18:35:25,28 Jul 2025 18:35:25,3849,,,,445,101,3303,4.637,22.77,76.386,,1913,8220,,0,7715,,
